SampleID	Year_Plot	SampleName	SampleNo	SampleType	LibraryType	Year	TubeName	Seedlot	OriginalNo	RepNo	VarietyFullName	Variety	Plot.x	Location	PreCrop	PreCrop_clean	SoilType	Plot.y	M_52	M_52_method2	X52_method1	M_class1	M_class2	S_48	S_48_method2	S_48_method1	V_50	V_50_method2	V_50_method1
HeelEye2019.127.34.E.16S_000000000.JFHYF	2020_F_127	HeelEye2019-127-34-E-16S	46	Eye	16S	2019-2020	127-34-E	127	127	34	Seresta	F	F_127	KLOOSTERBUREN	Wintertarwe	Wheat	Clay	F_127	1052.107206	0.425865446	0.349468088	High	Middle	934.8662565	0.957482895	-0.195252145	718.8350387	1.58937759	0.30892452
HeelEye2019.128.12.E.16S_000000000.JK6WL	2020_F_128	HeelEye2019-128-12-E-16S	709	Eye	16S	2019-2020	128-12-E	128	128	12	Seresta	F	F_128	WARFFUM	Wintertarwe	Wheat	Clay	F_128	896.0915598	-1.007579397	-0.162550573	Low	Middle	764.0615031	-1.702677045	-0.980368182	696.2135346	1.066678815	0.000929059
HeelEye2019.128.34.E.16S_000000000.JLBMN	2020_F_128	HeelEye2019-128-34-E-16S	391	Eye	16S	2019-2020	128-34-E	128	128	34	Seresta	F	F_128	WARFFUM	Wintertarwe	Wheat	Clay	F_128	896.0915598	-1.007579397	-0.162550573	Low	Middle	764.0615031	-1.702677045	-0.980368182	696.2135346	1.066678815	0.000929059
HeelEye2019.130.12.E.16S_000000000.JH6L7	2020_F_130	HeelEye2019-130-12-E-16S	80	Eye	16S	2019-2020	130-12-E	130	130	12	Seresta	F	F_130	ST. ANNAPAROCHIE	NA	Unknown	Clay	F_130	722.1981116	-2.605282399	-0.733241351	Low	Low	713.8742689	-2.484306754	-1.211057326	622.4326174	-0.638123607	-1.00361014
HeelEye2019.130.34.E.16S_000000000.JMM89	2020_F_130	HeelEye2019-130-34-E-16S	224	Eye	16S	2019-2020	130-34-E	130	130	34	Seresta	F	F_130	ST. ANNAPAROCHIE	NA	Unknown	Clay	F_130	722.1981116	-2.605282399	-0.733241351	Low	Low	713.8742689	-2.484306754	-1.211057326	622.4326174	-0.638123607	-1.00361014
HeelEye2019.131.12.E.16S_000000000.JLHG5	2020_F_131	HeelEye2019-131-12-E-16S	312	Eye	16S	2019-2020	131-12-E	131	131	12	Seresta	F	F_131	BOYL	NA	Unknown	Sand	F_131	822.8875953	-1.680164794	-0.4027944	Low	Low	723.1113756	-2.340445529	-1.168598317	565.1998556	-1.960559743	-1.78284351
HeelEye2019.131.34.E.16S_000000000.JLBMN	2020_F_131	HeelEye2019-131-34-E-16S	430	Eye	16S	2019-2020	131-34-E	131	131	34	Seresta	F	F_131	BOYL	NA	Unknown	Sand	F_131	822.8875953	-1.680164794	-0.4027944	Low	Low	723.1113756	-2.340445529	-1.168598317	565.1998556	-1.960559743	-1.78284351
HeelEye2019.133.12.E.16S_000000000.JMMDW	2020_F_133	HeelEye2019-133-12-E-16S	468	Eye	16S	2019-2020	133-12-E	133	133	12	Seresta	F	F_133	EENRUM	Winterwortel	Carrot	Clay	F_133	1028.325785	0.207365853	0.271421228	Middle	Middle	964.3335659	1.41641483	-0.059803589	652.1733947	0.049075077	-0.598684615
HeelEye2019.133.34.E.16S_000000000.JLBCC	2020_F_133	HeelEye2019-133-34-E-16S	617	Eye	16S	2019-2020	133-34-E	133	133	34	Seresta	F	F_133	EENRUM	Winterwortel	Carrot	Clay	F_133	1028.325785	0.207365853	0.271421228	Middle	Middle	964.3335659	1.41641483	-0.059803589	652.1733947	0.049075077	-0.598684615
HeelEye2019.134.12.E.16S_000000000.JK6WL	2020_F_134	HeelEye2019-134-12-E-16S	689	Eye	16S	2019-2020	134-12-E	134	134	12	Seresta	F	F_134	HELLUM	NA	Unknown	Sand	F_134	961.4109725	-0.407435902	0.051817402	Low	Middle	830.0910241	-0.674315227	-0.676858855	543.9855358	-2.450743725	-2.071679928
HeelEye2019.134.34.E.16S_000000000.JK6WL	2020_F_134	HeelEye2019-134-34-E-16S	687	Eye	16S	2019-2020	134-34-E	134	134	34	Seresta	F	F_134	HELLUM	NA	Unknown	Sand	F_134	961.4109725	-0.407435902	0.051817402	Low	Middle	830.0910241	-0.674315227	-0.676858855	543.9855358	-2.450743725	-2.071679928
HeelEye2019.135.12.E.16S_000000000.JMLN7	2020_F_135	HeelEye2019-135-12-E-16S	539	Eye	16S	2019-2020	135-12-E	135	135	12	Seresta	F	F_135	SCHOONLOO	NA	Unknown	Sand	F_135	943.8828933	-0.568480869	-0.00570698	Low	Middle	906.7213986	0.51914718	-0.32462196	651.0164615	0.022342656	-0.614436449
HeelEye2019.135.34.E.16S_000000000.JK6WL	2020_F_135	HeelEye2019-135-34-E-16S	710	Eye	16S	2019-2020	135-34-E	135	135	34	Seresta	F	F_135	SCHOONLOO	NA	Unknown	Sand	F_135	943.8828933	-0.568480869	-0.00570698	Low	Middle	906.7213986	0.51914718	-0.32462196	651.0164615	0.022342656	-0.614436449
HeelEye2019.136.12.E.16S_000000000.JKP3P	2020_F_136	HeelEye2019-136-12-E-16S	138	Eye	16S	2019-2020	136-12-E	136	136	12	Seresta	F	F_136	AMEN	NA	Unknown	Sand	F_136	1170.781222	1.516221834	0.738937428	High	High	941.6666685	1.06339437	-0.163993574	678.172161	0.649809813	-0.244707179
HeelEye2019.136.34.E.16S_000000000.JMHTR	2020_F_136	HeelEye2019-136-34-E-16S	636	Eye	16S	2019-2020	136-34-E	136	136	34	Seresta	F	F_136	AMEN	NA	Unknown	Sand	F_136	1170.781222	1.516221834	0.738937428	High	High	941.6666685	1.06339437	-0.163993574	678.172161	0.649809813	-0.244707179
HeelEye2019.137.12.E.16S_000000000.JMM89	2020_F_137	HeelEye2019-137-12-E-16S	212	Eye	16S	2019-2020	137-12-E	137	137	12	Seresta	F	F_137	ROLDE	NA	Unknown	Sand	F_137	1000.936265	-0.044284329	0.181533158	Middle	Middle	851.1142657	-0.346893513	-0.580224049	633.71286	-0.37747918	-0.850027801
HeelEye2019.137.34.E.16S_000000000.JH6L7	2020_F_137	HeelEye2019-137-34-E-16S	68	Eye	16S	2019-2020	137-34-E	137	137	34	Seresta	F	F_137	ROLDE	NA	Unknown	Sand	F_137	1000.936265	-0.044284329	0.181533158	Middle	Middle	851.1142657	-0.346893513	-0.580224049	633.71286	-0.37747918	-0.850027801
HeelEye2019.139.34.E.16S_000000000.JMHTR	2020_F_139	HeelEye2019-139-34-E-16S	625	Eye	16S	2019-2020	139-34-E	139	139	34	Seresta	F	F_139	WACHTUM	NA	Unknown	Sand	F_139	1050.758486	0.413473641	0.345041803	High	Middle	942.1558004	1.071012245	-0.161745245	651.3857067	0.030874538	-0.609409116
HeelEye2019.139.12.E.16S_000000000.JLB35	2020_F_139	HeelEye2019-139-12-E-16S	512	Eye	16S	2019-2020	139-12-E	139	139	12	Seresta	F	F_139	WACHTUM	NA	Unknown	Sand	F_139	1050.758486	0.413473641	0.345041803	High	Middle	942.1558004	1.071012245	-0.161745245	651.3857067	0.030874538	-0.609409116
HeelEye2019.140.12.E.16S_000000000.JLBCC	2020_F_140	HeelEye2019-140-12-E-16S	624	Eye	16S	2019-2020	140-12-E	140	140	12	Seresta	F	F_140	HELLUM	NA	Unknown	Sand	F_140	1012.625478	0.063114143	0.219895305	Middle	Middle	889.9444594	0.257858542	-0.401738339	611.9478785	-0.880386905	-1.146361568
HeelEye2019.140.34.E.16S_000000000.JLBMN	2020_F_140	HeelEye2019-140-34-E-16S	432	Eye	16S	2019-2020	140-34-E	140	140	34	Seresta	F	F_140	HELLUM	NA	Unknown	Sand	F_140	1012.625478	0.063114143	0.219895305	Middle	Middle	889.9444594	0.257858542	-0.401738339	611.9478785	-0.880386905	-1.146361568
HeelEye2019.141.2.E.16S_000000000.JLBMN	2020_F_141	HeelEye2019-141-2-E-16S	385	Eye	16S	2019-2020	141-2-E	141	141	2	Seresta	F	F_141	SIDDEBUREN	Mais met gras	Maize	Sand	F_141	1148.384541	1.310444985	0.665435063	High	High	907.0941638	0.524952728	-0.322908519	693.9711783	1.014866307	-0.029600987
HeelEye2019.141.34.E.16S_000000000.JK6WL	2020_F_141	HeelEye2019-141-34-E-16S	708	Eye	16S	2019-2020	141-34-E	141	141	34	Seresta	F	F_141	SIDDEBUREN	Mais met gras	Maize	Sand	F_141	1148.384541	1.310444985	0.665435063	High	High	907.0941638	0.524952728	-0.322908519	693.9711783	1.014866307	-0.029600987
HeelEye2019.142.12.E.16S_000000000.JLBMN	2020_F_142	HeelEye2019-142-12-E-16S	415	Eye	16S	2019-2020	142-12-E	142	142	12	Seresta	F	F_142	HOGE HEXEL	NA	Unknown	Sand	F_142	953.4286039	-0.480776528	0.025620531	Low	Middle	863.3232932	-0.156746781	-0.524104397	613.7454035	-0.838852792	-1.121887973
HeelEye2019.142.34.E.16S_000000000.JLBMN	2020_F_142	HeelEye2019-142-34-E-16S	398	Eye	16S	2019-2020	142-34-E	142	142	34	Seresta	F	F_142	HOGE HEXEL	NA	Unknown	Sand	F_142	953.4286039	-0.480776528	0.025620531	Low	Middle	863.3232932	-0.156746781	-0.524104397	613.7454035	-0.838852792	-1.121887973
HeelEye2019.143.12.E.16S_000000000.JMM89	2020_F_143	HeelEye2019-143-12-E-16S	195	Eye	16S	2019-2020	143-12-E	143	143	12	Seresta	F	F_143	HOGE HEXEL	NA	Unknown	Sand	F_143	954.5113822	-0.470828147	0.029174039	Low	Middle	934.1581565	0.946454751	-0.198506977	664.5124029	0.334183637	-0.43068701
HeelEye2019.143.4.E.16S_000000000.JMLM7	2020_F_143	HeelEye2019-143-4-E-16S	374	Eye	16S	2019-2020	143-4-E	143	143	4	Seresta	F	F_143	HOGE HEXEL	NA	Unknown	Sand	F_143	954.5113822	-0.470828147	0.029174039	Low	Middle	934.1581565	0.946454751	-0.198506977	664.5124029	0.334183637	-0.43068701
HeelEye2019.144.12.E.16S_000000000.JKRF4	2020_F_144	HeelEye2019-144-12-E-16S	166	Eye	16S	2019-2020	144-12-E	144	144	12	Seresta	F	F_144	WIERDEN	NA	Unknown	Sand	F_144	1032.223122	0.243173909	0.284211669	Middle	Middle	889.5928061	0.252381798	-0.403354738	638.1473792	-0.275013944	-0.7896511
HeelEye2019.144.34.E.16S_000000000.JK6WL	2020_F_144	HeelEye2019-144-34-E-16S	678	Eye	16S	2019-2020	144-34-E	144	144	34	Seresta	F	F_144	WIERDEN	NA	Unknown	Sand	F_144	1032.223122	0.243173909	0.284211669	Middle	Middle	889.5928061	0.252381798	-0.403354738	638.1473792	-0.275013944	-0.7896511
HeelEye2019.145.12.E.16S_000000000.JKP74	2020_F_145	HeelEye2019-145-12-E-16S	271	Eye	16S	2019-2020	145-12-E	145	145	12	Seresta	F	F_145	USQUERT	NA	Unknown	Clay	F_145	756.9877	-2.285641663	-0.619067427	Low	Low	756.0207346	-1.827906172	-1.017328139	618.2185608	-0.735494772	-1.060985207
HeelEye2019.145.34.E.16S_000000000.JFHYF	2020_F_145	HeelEye2019-145-34-E-16S	22	Eye	16S	2019-2020	145-34-E	145	145	34	Seresta	F	F_145	USQUERT	NA	Unknown	Clay	F_145	756.9877	-2.285641663	-0.619067427	Low	Low	756.0207346	-1.827906172	-1.017328139	618.2185608	-0.735494772	-1.060985207
HeelEye2019.146.12.E.16S_000000000.JKRF4	2020_F_146	HeelEye2019-146-12-E-16S	176	Eye	16S	2019-2020	146-12-E	146	146	12	Seresta	F	F_146	MARKNESSE	NA	Unknown	Clay	F_146	896.7369496	-1.001649667	-0.160432506	Low	Middle	859.5660877	-0.215262526	-0.541374656	673.4600468	0.54093039	-0.308863381
HeelEye2019.146.34.E.16S_000000000.JMHTR	2020_F_146	HeelEye2019-146-34-E-16S	659	Eye	16S	2019-2020	146-34-E	146	146	34	Seresta	F	F_146	MARKNESSE	NA	Unknown	Clay	F_146	896.7369496	-1.001649667	-0.160432506	Low	Middle	859.5660877	-0.215262526	-0.541374656	673.4600468	0.54093039	-0.308863381
HeelEye2019.147.12.E.16S_000000000.JKP3P	2020_F_147	HeelEye2019-147-12-E-16S	124	Eye	16S	2019-2020	147-12-E	147	147	12	Seresta	F	F_147	LAUWERZIJL	NA	Unknown	Clay	F_147	1034.195918	0.261299619	0.290686074	Middle	Middle	880.2157861	0.106341523	-0.446456868	657.0281589	0.16125061	-0.532586211
HeelEye2019.147.34.E.16S_000000000.JMM89	2020_F_147	HeelEye2019-147-34-E-16S	205	Eye	16S	2019-2020	147-34-E	147	147	34	Seresta	F	F_147	LAUWERZIJL	NA	Unknown	Clay	F_147	1034.195918	0.261299619	0.290686074	Middle	Middle	880.2157861	0.106341523	-0.446456868	657.0281589	0.16125061	-0.532586211
HeelEye2019.148.12.E.16S_000000000.JKP74	2020_F_148	HeelEye2019-148-12-E-16S	283	Eye	16S	2019-2020	148-12-E	148	148	12	Seresta	F	F_148	WIJSTER	NA	Unknown	Sand	F_148	1163.110864	1.4457479	0.713764524	High	High	949.8418666	1.190717143	-0.126415702	663.3991732	0.30846104	-0.445843814
HeelEye2019.148.34.E.16S_000000000.JMHTR	2020_F_148	HeelEye2019-148-34-E-16S	660	Eye	16S	2019-2020	148-34-E	148	148	34	Seresta	F	F_148	WIJSTER	NA	Unknown	Sand	F_148	1163.110864	1.4457479	0.713764524	High	High	949.8418666	1.190717143	-0.126415702	663.3991732	0.30846104	-0.445843814
HeelEye2019.149.12.E.16S_000000000.JKP74	2020_F_149	HeelEye2019-149-12-E-16S	267	Eye	16S	2019-2020	149-12-E	149	149	12	Seresta	F	F_149	WIJSTER	NA	Unknown	Sand	F_149	1075.46792	0.640499656	0.426134254	High	Middle	852.9422213	-0.318424434	-0.571821723	590.959809	-1.365343084	-1.43211755
HeelEye2019.149.34.E.16S_000000000.JMLM7	2020_F_149	HeelEye2019-149-34-E-16S	377	Eye	16S	2019-2020	149-34-E	149	149	34	Seresta	F	F_149	WIJSTER	NA	Unknown	Sand	F_149	1075.46792	0.640499656	0.426134254	High	Middle	852.9422213	-0.318424434	-0.571821723	590.959809	-1.365343084	-1.43211755
HeelEye2019.150.12.E.16S_000000000.JLHG5	2020_F_150	HeelEye2019-150-12-E-16S	334	Eye	16S	2019-2020	150-12-E	150	150	12	Seresta	F	F_150	MUNNEKEZIJL	NA	Unknown	Clay	F_150	993.2065872	-0.115303279	0.156165578	Middle	Middle	884.9524173	0.180111114	-0.42468461	630.7201117	-0.446630457	-0.890774557
HeelEye2019.150.34.E.16S_000000000.JLBMN	2020_F_150	HeelEye2019-150-34-E-16S	400	Eye	16S	2019-2020	150-34-E	150	150	34	Seresta	F	F_150	MUNNEKEZIJL	NA	Unknown	Clay	F_150	993.2065872	-0.115303279	0.156165578	Middle	Middle	884.9524173	0.180111114	-0.42468461	630.7201117	-0.446630457	-0.890774557
